C_1	C_2	C_3	T_1	T_2	T_3
XM_039310316.1	-0.721618418609451	-0.721618418609451	-0.721618418609451	0.60836623114897	0.912974849836305	0.643514174843079
XM_010049187.3	-1.41338054872251	-1.41338054872251	-1.41338054872251	1.03578460808967	1.69363770115961	1.51071933691824
XM_039307297.1	1.46799134996279	1.48671185677007	1.70362933866247	-1.55277751513178	-1.55277751513178	-1.55277751513178
XM_039318229.1	-0.678838493099266	-0.678838493099266	-0.678838493099266	0.681244802814065	0.567873607432595	0.787397069051138
XR_005546222.1	1.90453035468662	1.87971916227188	2.30795361981975	-1.96722917359648	-1.58152723381707	-2.5434467293647
XM_010039219.3	-1.24778833391203	-1.24778833391203	-1.24778833391203	2.12739014567758	0.318783306714731	1.29719154934377
XM_039306395.1	-1.0712236954964	-1.0712236954964	-1.0712236954964	0.776773211058553	1.09452748851786	1.34237038691278
XM_010038974.3	-1.6609979710117	-1.6609979710117	-1.6609979710117	1.27973258917316	1.86894787877155	1.83431344509039
XM_010027297.3	-1.53105748689579	-1.53105748689579	-1.53105748689579	1.34118028674667	1.66302956522051	1.58896260872021
XM_039307797.1	1.16182521455384	1.22511161777011	0.815899587130718	-1.0043842431729	-0.868644681977573	-1.32980749430419
XR_005546010.1	-1.34404482403496	-1.34404482403496	-1.34404482403496	1.38431109537939	1.40570395482954	1.24211942189595
XM_010068537.3	-1.39655324264983	-1.39655324264983	-1.39655324264983	1.34739250923171	1.44763151986424	1.39463569885353
XM_010057479.3	1.15826293089258	0.767462899268216	1.38109783795135	-1.30644008192745	-0.943342038385657	-1.05704154779904
XM_010055186.3	-1.68116497877802	-1.68116497877802	-1.68116497877802	1.180393440794	2.33809213990306	1.52500935563701
XM_010031504.3	-1.46665153709179	-1.46665153709179	-1.46665153709179	2.16013800928402	0.687477963698391	1.55233863829296
XM_039308797.1	-2.3216545562942	-1.04211926623749	-1.03473658893689	1.41966548658042	1.47523453489272	1.50361038999544
XM_010048592.3	-1.77856326580224	-1.77856326580224	-1.77856326580224	1.84506952530428	2.1344697341499	1.35615053795255
XM_010045215.3	-1.16718505362693	-1.16718505362693	-1.16718505362693	0.973593602155871	1.27668677477084	1.25127478395407
XM_039303868.1	0.769054212823269	2.06743609591898	0.751206211490344	-1.19589884007753	-1.19589884007753	-1.19589884007753
XM_039311013.1	-1.20147875099937	-1.20147875099937	-1.20147875099937	0.685266473742737	1.08273923217899	1.83643054707639
XM_039305424.1	0.99531429444293	0.113717335704016	0.813181534813492	-0.657745722661635	-0.657745722661635	-0.606721719637168
XM_010063884.3	-2.29452829694675	-2.29452829694675	-2.29452829694675	2.45795270750963	1.95324734586762	2.47238483746299
XM_039309036.1	-1.58452248478012	-1.58452248478012	-1.58452248478012	2.01277030625768	1.25785300342617	1.48294414465651
XM_010043381.3	0.758261148380395	1.52579737459869	1.3504046307012	-0.83675637759555	-1.53144004633743	-1.2662667297473
XM_010061734.3	1.19440442249053	1.13258768241953	0.999152489175462	-1.14344564649718	-1.10039864229158	-1.08230030529676
XM_010046145.3	-1.16049536843035	-1.16049536843035	-1.16049536843035	1.13493379827361	1.56218922964026	0.784363077377187
XR_005551976.1	0.825586484531463	0.126182813142895	0.104268036714454	-0.352012444796271	-0.352012444796271	-0.352012444796271
XM_039308969.1	-0.823545140155617	-0.823545140155617	-0.823545140155617	1.02805400307953	0.911110293323388	0.531471124063933
XM_010058478.3	-0.708761562199581	-0.708761562199581	-0.708761562199581	0.666416917390031	1.01806965483291	0.4417981143758
XM_010037548.3	-1.5657755691066	-1.5657755691066	-1.5657755691066	1.65393507044218	1.3258380379326	1.71755359894504
XM_039301817.1	-1.52240353324608	-1.55379872952161	-1.55379872952161	1.82873019491987	1.28313528179948	1.51813551556995
XM_039312498.1	-1.31722359187395	-1.31722359187395	-1.31722359187395	1.22528210960432	1.73501838930719	0.99137027671033
XR_005550545.1	1.07512039600349	1.21346213823423	0.978232098177337	-1.11638322817759	-1.09777955271447	-1.052651851523
XM_010035058.3	-1.13526329882705	-1.12031295736108	-0.894255199323257	1.33308304461799	0.985877723192418	0.830870687700979
XM_010070517.3	-1.4386546858873	-1.4386546858873	-1.4386546858873	1.21210987322961	1.70375875198644	1.40009543244584
XR_005551246.1	-1.4888537231562	-1.4888537231562	-0.951806203751543	1.58753434535664	1.09249752401258	1.24948178069473
XM_010036908.3	-1.44888697842776	-1.44888697842776	-1.44888697842776	1.57312566595269	0.722640127611051	2.05089514171955
XM_010034734.3	-1.77781986543389	-1.77781986543389	-1.77781986543389	1.34352715144455	1.96019130366183	2.02974114119529
XM_010063274.3	1.18152648801723	1.20287072276843	1.6567372817749	-1.34704483085352	-1.34704483085352	-1.34704483085352
XM_039301806.1	-1.63007800193393	-1.63007800193393	-1.63007800193393	1.94475012165352	2.2084704395916	0.73701344455666
XM_010065211.3	-2.07348371395464	-3.24404977074671	-1.003735441413	2.11747297279291	2.08176835157402	2.12202760174743
XM_039298763.1	-0.615957584867196	-0.567721399214348	-0.615957584867196	0.788400609966116	0.488379074947539	0.522856884035086
XM_039301551.1	1.23896066762909	0.907356107769889	0.914166639886782	-1.02016113842859	-1.02016113842859	-1.02016113842859
XM_010050000.3	-1.5495581603174	-1.5495581603174	-1.5495581603174	1.67987594878262	1.45709892158404	1.51169961058554
XM_039316753.1	-1.17242127261508	-1.17242127261508	-1.17242127261508	1.10198949670276	1.38951578700736	1.02575853413511
XM_010042860.3	0.779526267481396	0.55109391037519	1.1255799278551	-0.89811688086721	-0.828925669042541	-0.729157555801932
XM_010069251.3	-1.20398356061105	-1.20398356061105	-1.20398356061105	0.793128160064124	1.23537361786321	1.58344890390582
XM_010071333.3	0.920531390717545	1.41921371754086	0.68561680525082	-0.600462555993743	-1.45567126250861	-0.969228095006875
XM_010039733.3	-1.19390413507716	-1.19390413507716	-1.19390413507716	0.841367854895535	1.28739480647041	1.45294974386553
XM_010064473.3	-1.51870159438216	-1.51870159438216	-1.51870159438216	1.73377461975306	1.43568085819462	1.3866493051988
XM_018876963.2	-0.553693767393231	-1.82152915949085	-1.82152915949085	1.34919711664071	1.49244221156817	1.35511275816605
XM_010050829.3	-1.6031248630931	-1.6031248630931	-1.6031248630931	1.30895010837515	1.39867737954089	2.10174710136326
XM_039312642.1	-0.937861364873449	-0.937861364873449	-0.937861364873449	1.2684692829976	0.561920755273863	0.983194056348883
XM_039307653.1	-1.55637507185644	-1.55637507185644	-1.55637507185644	1.9168923240732	1.47713603050488	1.27509686099125
XM_010046253.3	-1.18230358591242	-1.18230358591242	-1.18230358591242	1.04605336828862	1.13818109210527	1.36267629734338
XM_039304118.1	1.74411392226142	2.03681447020816	0.527650900654461	-1.43619309770801	-1.43619309770801	-1.43619309770801
XM_039313125.1	-0.912289207608367	-0.912289207608367	-0.912289207608367	1.07830266497922	0.826262478911866	0.832302478934017
XM_010039990.3	-1.16369209047683	-1.16369209047683	-1.16369209047683	1.74492870127057	0.289957175566457	1.45619039459348
XM_010062729.3	-1.33812214941367	-1.33812214941367	-1.33812214941367	1.57222676596726	1.26879379241154	1.1733458898622
XR_005553195.1	-0.527166081113832	-0.527166081113832	-0.527166081113832	0.691305129629429	0.24935907030808	0.640834043403988
XM_010054050.3	-1.2944410611174	-1.00539013804827	-1.55611575030118	1.4088047617998	1.24117971891307	1.20596246875396
XM_010064274.3	-1.32791747711893	-1.32791747711893	-1.32791747711893	1.57550648876981	1.65448293104959	0.753763011537402
XM_010058842.3	-0.973831399060269	-0.973831399060269	-0.973831399060269	1.28980400450806	1.07545084950793	0.556239343164814
XM_010028529.2	-0.495380074906981	-2.0070935935975	-2.00139123423332	1.31460593743627	1.5700869238404	1.61917204146113
XM_010071349.3	-1.2804733214229	-1.2804733214229	-1.2804733214229	0.471418816981408	1.74685769359419	1.62314345369311
XM_010063819.3	-1.19848302850988	-1.19848302850988	-1.19848302850988	1.13551308968658	1.16272386172885	1.29721213411419
XM_010064941.3	-1.58690419683437	-1.58690419683437	-1.58690419683437	1.46028516687808	1.93966546366341	1.36076195996164
XM_010038439.3	1.27024791667981	1.2531282402802	1.09816706450625	-0.675009118725755	-1.47326705137025	-1.47326705137025
XM_010049964.3	-1.6622142104071	-1.6622142104071	-1.6622142104071	1.61695989808195	1.22433593691725	2.14534679622209
XM_010070751.3	-1.21826143022163	-1.21826143022163	-1.21826143022163	1.24248113356801	0.989943659282816	1.42235949781407
XM_039304029.1	-1.00054392945181	-1.00054392945181	-1.00054392945181	0.970677712402696	0.841831558754481	1.18912251719824
XM_010029383.3	-0.755666159155631	-0.755666159155631	-0.755666159155631	0.599350105063919	0.823996737860377	0.843651634542596
XM_010050268.3	-1.12304435473308	-1.12304435473308	-1.12304435473308	1.47365230595414	0.99597974840919	0.899501009835917
XM_010026182.2	-1.30125880611819	-1.30125880611819	-1.30125880611819	1.43296306010259	1.75878857755175	0.712024780700233
XM_010049868.3	-1.53963246528183	-1.53963246528183	-1.53963246528183	1.88663228942027	1.88757141302122	0.84469369340401
XM_039303761.1	-1.14027107324972	-1.14027107324972	-1.14027107324972	1.53079579871472	1.21840649806551	0.671610922968944
XM_010030710.3	-1.27401217567033	-1.27401217567033	-1.27401217567033	1.73210628571305	0.347981055995791	1.74194918530216
XM_018865051.2	-1.05521727057936	-1.05521727057936	-1.05521727057936	1.31912671845914	0.907886884156191	0.938638209122741
XM_010061704.3	-1.35667333948329	-1.35667333948329	-1.35667333948329	1.03729193617696	1.73840715241813	1.29432092985477
XR_005547010.1	-1.49621216039322	-1.49621216039322	-1.49621216039322	1.36017601642087	0.987410169930273	2.14105029482852
XM_010047706.3	1.15683866352184	1.09832731254759	0.807952710292011	-1.11829184899336	-1.01119812383865	-0.933628713529425
XM_010055858.3	1.32627783153983	1.31065456612969	0.458573473005694	-1.47887506255394	-0.662913726777191	-0.953717081344083
XR_005550246.1	-0.79850313808615	-0.79850313808615	-0.79850313808615	0.766606558445685	0.831902333396173	0.797000522416592
XM_010071828.3	-0.780024802419491	-0.780024802419491	-0.780024802419491	0.56480369457795	0.795287528267945	0.979983184412579
XM_018863006.2	-1.80794113812747	-1.80794113812747	-0.313781574414628	1.30892261956343	1.57928352388767	1.04145770721847
XR_005547912.1	-1.65532257837447	-1.65532257837447	-1.65532257837447	1.6592289455187	1.56097706647417	1.74576172313054
XM_010025992.3	-1.39782303627141	-1.39782303627141	-1.39782303627141	0.938746005497703	1.920059846558	1.33466325675853
XM_010064606.3	-1.68248126297338	-1.68248126297338	-1.68248126297338	1.87063344514185	1.79182497731502	1.38498536646326
XM_010056412.3	-1.44583678775008	-1.44583678775008	-1.44583678775008	1.61680304053638	1.69379641736445	1.02691090534941
XM_039315436.1	-1.40531184240075	-1.40531184240075	-1.40531184240075	1.66181055056542	1.47066475973771	1.08346021689911
XM_039301520.1	-1.0184794979215	-1.0184794979215	-1.0184794979215	1.08987768016892	0.980438074836864	0.9851227387587
XM_010062228.3	-1.18145171349141	-1.18145171349141	-1.18145171349141	1.03329480919099	1.77794752128071	0.73311281000253
XM_010045393.3	-1.85776009227823	-1.85776009227823	-1.85776009227823	2.53627380308955	2.01368932339877	1.02331715034639
XM_039300421.1	-0.576317238926478	-0.576317238926478	-0.576317238926478	0.279672458382003	0.886782028421626	0.562497229975804
XM_010068966.3	-1.20213845391621	-1.20213845391621	-1.20213845391621	0.970349061593928	1.69122375684767	0.944842543307024
XR_005549845.1	-1.18871556825185	-1.18871556825185	-1.18871556825185	1.05342959259772	1.900274024316	0.612443087841843
XM_039310089.1	-1.08517991729155	-1.08517991729155	-1.08517991729155	0.604566521202008	1.38678787036997	1.26418536030267
XR_005553053.1	-1.06227673905218	-1.06227673905218	-1.06227673905218	1.20406006036795	1.0804634330639	0.902306723724684
XM_010029263.3	1.23646515445319	1.05206540408912	0.818540442101892	-1.22706775105745	-1.07254151182641	-0.807461737760347
XM_039317218.1	-0.743395732417317	-0.743395732417317	-0.743395732417317	0.750251601557893	0.738419841200546	0.741515754493511
XM_010054541.3	-2.12280403844974	-2.12280403844974	-2.12280403844974	2.19731955959087	1.4520240851377	2.71906847062065
XM_010038480.3	-1.1400553231366	-1.1400553231366	-1.1400553231366	0.784424669222424	1.56105010064157	1.0746911995458
XM_039308725.1	-0.677602831837072	-0.677602831837072	-0.677602831837072	0.573358741696147	0.689208941290055	0.770240812525013
XM_010048691.3	1.05195756426284	1.39482073435937	1.22870471545486	-1.18068496053805	-1.30185032645854	-1.19294772708048
XM_039300536.1	-1.54521232379418	-1.54521232379418	-1.54521232379418	1.77180225022727	1.26255473797224	1.60127998318301
XM_010059914.3	1.68464241700491	1.46437239442469	0.611929582838543	-1.34415891749803	-0.844386993039361	-1.57239848373074
XR_005550689.1	1.05311672543984	1.0879877295366	1.11826764294648	-1.08672471498433	-1.08722725603744	-1.08542012690114
XM_039309008.1	0.568419493864139	1.87346989951308	1.34523175345943	-0.658806449224911	-1.56415734880587	-1.56415734880587
XM_010037192.3	-2.09857234457111	-2.09857234457111	-2.09857234457111	1.56408891090399	2.4003167424057	2.33131138040365
XM_039315746.1	-1.17233279623575	-1.17233279623575	-1.17233279623575	0.893928646032972	1.47636272334749	1.14670701932679
XM_018862944.2	-1.52946116404976	-1.52946116404976	-1.52946116404976	0.690868790829794	1.86381773496644	2.03369696635305
XM_010068274.3	1.1574831457816	1.00180890498125	1.76527704579527	-1.28114050706098	-1.25294179625357	-1.39048679324356
XM_039315486.1	-0.974040212806785	-0.974040212806785	-0.974040212806785	1.05806063036024	1.04067213871459	0.823387869345528
XM_039303614.1	-1.888794869455	-1.888794869455	-1.888794869455	2.09615898193034	0.755753647794052	2.81447197864059
XM_039300479.1	-1.26603232927288	-1.26603232927288	-1.26603232927288	1.17836970679013	0.999404566776221	1.62032271425228
XR_005553103.1	2.00474943272807	-0.899312096023305	2.09457273458069	-1.06667002376182	-1.06667002376182	-1.06667002376182
XM_010065289.3	-1.76093092396867	-1.76093092396867	-1.76093092396867	1.69377140419502	1.35510106947844	2.23392029823255
XM_010057661.3	-0.906291186019631	-0.906291186019631	-0.906291186019631	0.726442339930905	0.95049536026845	1.04193585785954
XM_018870990.2	-1.41899607547374	-1.41899607547374	-1.41899607547374	1.4177360049854	1.24389300393249	1.59535921750333
XM_010031506.3	1.6558695443397	2.08749569566492	2.09732311747368	-1.94689611915943	-1.94689611915943	-1.94689611915943
XM_010068484.3	-0.688272897372495	-0.688272897372495	-0.688272897372495	0.686905582217118	0.999235763348233	0.378677346552132
XM_010064469.3	-1.16384967395028	-1.16384967395028	-1.16384967395028	1.70305830419288	1.28240655593928	0.506084161718679
XM_039311797.1	1.35572143928895	1.33500136860954	1.56099991162605	-1.51558945935785	-1.42068821009701	-1.31544505006968
XM_010068954.3	1.15934597542463	1.40502904674729	0.416959256830274	-1.15593041159031	-0.669473455821576	-1.15593041159031
XM_039316801.1	-0.803177648241481	-0.803177648241481	-0.803177648241481	0.925831222096382	1.0250477121174	0.458654010510656
XM_039315423.1	-0.882532182789591	-0.882532182789591	-0.882532182789591	0.442278420630892	1.76823237632731	0.43708575141057
XM_039300566.1	-2.49682668854931	-2.49682668854931	-2.49682668854931	2.8356664357938	2.05837594532899	2.59643768452515
XM_010039919.3	-1.27836501585415	-1.29414801309508	-1.29414801309508	1.42853658497554	1.47646963356113	0.961654823507641
XM_039306496.1	-0.636352236737769	-0.636352236737769	-0.636352236737769	0.815715993486041	0.632082156838614	0.461258559888653
XM_039305005.1	1.23344387981933	0.911635432882124	0.991724939443785	-1.03800668429392	-1.20437362917436	-0.894423938676953
XM_018876685.2	0.905940069050731	0.594208378968352	1.14535912833957	-1.08791541065137	-0.469676755055913	-1.08791541065137
XR_005549521.1	-0.968765590798979	-0.968765590798979	-0.968765590798979	0.524881743176231	0.402514463223675	1.97890056599703
XM_010063424.3	-1.13207609282498	-1.13207609282498	-1.13207609282498	0.155987107500333	1.10089158770667	2.13934958326795
XM_010051005.3	-0.852019364146891	-0.852019364146891	-0.852019364146891	0.604786785083583	0.855063627624815	1.09620767973228
XM_039316408.1	0.804538230817686	1.05457603718631	1.0475354560551	-0.854174900447734	-0.62338570069013	-1.42908912292124
XM_039311551.1	1.14890625908523	0.813892986982337	1.68503401953975	-1.32641617663917	-1.07813362565451	-1.24328346331364
XM_018861811.2	-0.702787222827193	-0.702787222827193	-0.702787222827193	0.521253051390737	0.885537645084723	0.701570972006119
XM_010058803.3	-1.44386484596947	-1.44386484596947	-1.44386484596947	1.35273290807884	1.43740821545978	1.54145341436979
XM_039307394.1	-0.868678418513322	-0.868678418513322	-0.868678418513322	0.734918256346885	0.63110370163399	1.24001329755909
XM_018876213.2	-1.49713451346065	-1.49713451346065	-1.49713451346065	1.25239975420861	1.49018635246861	1.74881743370472
XM_018874334.2	1.05572983574914	0.952679274132167	1.09159121311579	-1.18462506488172	-0.869174588837587	-1.04620066927778
XM_010068713.3	-0.274073745508158	1.87706914007614	2.06007780583736	-1.37101022801112	-0.921052744383112	-1.37101022801112
XR_005546070.1	-1.32977622940772	-1.32977622940772	-1.32977622940772	1.38501878171044	1.27096926855436	1.33334063795838
XM_039308140.1	-1.52810221293108	-1.52810221293108	-1.52810221293108	1.78514363885648	1.97027632107538	0.828886678861393
XM_039307496.1	-0.606356726588683	-0.606356726588683	-0.606356726588683	1.14210450641535	0.699322016653605	-0.02235634330291
XM_010032767.3	-0.930905725123176	-0.930905725123176	-0.930905725123176	1.40079949137572	1.02886443008829	0.363053253905519
XM_010051489.3	-1.10227275568263	-1.10227275568263	-1.10227275568263	0.614937543336965	1.70363874950531	0.98824197420562
XM_039311488.1	-1.33030676264928	-1.33030676264928	-1.33030676264928	1.17659979193141	1.82819184765523	0.986128648361215
XM_010057549.3	1.06881953501575	1.14240596679076	1.20754120742623	-1.14430712017126	-1.24720175162758	-1.02725783743389
XM_039310150.1	1.85355628787054	0.970209390259888	2.36359472810938	-1.72912013541327	-1.72912013541327	-1.72912013541327
XM_010068479.3	-1.28229457636127	-1.28229457636127	-1.28229457636127	1.30146517727823	1.43842166615986	1.10699688564571
XM_018865792.2	-1.06821172014848	-1.06821172014848	-1.06821172014848	1.07550821094644	1.26263346947493	0.866493480024079
XM_010057114.3	-1.64536024000194	-1.64536024000194	-1.64536024000194	1.07338495775446	1.82998409714067	2.0327116651107
XR_005548010.1	-1.03489723712997	-1.03489723712997	-1.03489723712997	0.955694635457615	1.37571522929079	0.773281846641503
XM_039312166.1	2.27915362206422	0.819270485962474	2.00565941776942	-2.20433972922017	-0.695404067355776	-2.20433972922017
XM_010047020.3	-1.01388494724005	-1.01388494724005	-1.01388494724005	1.9484789842669	0.599646705677874	0.493529151775387
XM_010059094.3	-1.24407141212141	-1.24407141212141	-1.24407141212141	0.614705333186781	2.20324328813176	0.914265615045689
XM_039305150.1	-1.11852132711313	-1.11852132711313	-1.11852132711313	0.959746920026082	1.08405311544867	1.31176394586465
XM_039315589.1	-1.14274764492574	-1.14274764492574	-1.14274764492574	1.34139048627593	1.06545744457871	1.02139500392257
XM_039302945.1	1.23328175783193	0.935057345114028	1.25369306826306	-1.14959370920962	-1.13299104287591	-1.13944741912349
XM_010026479.3	-1.32518960218377	-1.32518960218377	-1.32518960218377	0.783167575906645	1.28385612849177	1.9085451021529
XM_010057292.3	-0.722243991381495	-0.722243991381495	-0.722243991381495	0.748683266093632	0.831116511953833	0.58693219609702
XM_010063805.3	-1.12289162731062	-1.12289162731062	-1.12289162731062	1.11099643286366	1.41266370608869	0.845014742979524
XR_005547726.1	-0.88187109022321	-0.88187109022321	-0.88187109022321	0.823885691826587	0.768893468893692	1.05283410994935
XM_010062371.3	-1.67170370716405	-1.67170370716405	-1.67170370716405	1.93414616003093	1.75429261418703	1.3266723472742
XM_039300422.1	-0.963733739346935	-0.963733739346935	-0.963733739346935	0.855525690770703	0.536048380800377	1.49962714646972
XM_010050394.3	-1.10679947334059	-1.10679947334059	-1.10679947334059	1.50673217957734	1.47262206942293	0.341044171021497
XM_010039866.3	-1.4904285187432	-1.4904285187432	-1.4904285187432	1.0587477599249	1.15826700084005	2.25427079546464
XR_726510.3	-1.14547614262454	-1.14547614262454	-1.14547614262454	1.3770818502459	0.888387309241747	1.17095926838596
XM_039310559.1	1.16099265867529	0.810479945223512	1.21025278569055	-1.06057512986312	-1.06057512986312	-1.06057512986312
XR_005551916.1	-1.04188422237146	-1.04188422237146	-1.04188422237146	0.748053646608736	1.16912797111405	1.20847104939159
XR_005545726.1	-1.25694913053262	-1.25694913053262	-1.25694913053262	0.898476301214581	1.51366851612359	1.35870257425968
XM_010062895.3	-1.57527229038341	-1.57527229038341	-1.57527229038341	1.69061462751729	1.58031505091347	1.45488719271946
XM_010038438.3	-1.47858348029229	-1.47858348029229	-1.47858348029229	1.29941477537638	1.56598550059487	1.57035016490563
XM_010041913.3	-2.21997836156412	-2.11043418688241	-1.99829173095848	2.07564615810237	2.12933468297427	2.12372343832837
XM_010045546.3	-0.930783716939104	-0.930783716939104	-0.930783716939104	0.948922049343184	0.904736184447831	0.938692917026297
XM_010035434.3	-0.947896489573317	-0.947896489573317	-0.947896489573317	0.856570153159461	0.912470440564804	1.07464887499568
XM_039310817.1	-0.9836594886341	-2.38528995521884	-2.38528995521884	1.81971148811979	2.04660039306734	1.88792751788466
XM_039308597.1	-0.756509670124106	-0.765049159290625	-1.36531891279963	1.03603849709065	0.960355321320627	0.890483923803088
XM_018876262.2	-1.46645625814737	-1.46645625814737	-1.46645625814737	0.927509017512875	1.82411559270471	1.64774416422452
XM_039315163.1	-1.01365279994234	-1.01365279994234	-1.01365279994234	0.507397936958626	1.25178409610676	1.28177636676162
XR_005548517.1	-0.911943304896264	-0.911943304896264	-0.911943304896264	1.19942192603138	0.684514834662722	0.851893153994687
XR_005545727.1	1.26373916119897	0.862200310525435	0.860208462851738	-0.995382644858713	-0.995382644858713	-0.995382644858713
XM_039301687.1	-1.62934559595247	-1.62934559595247	-1.62934559595247	1.34610116968849	1.83100380935514	1.71093180881378
XR_005548804.1	1.15190305569631	1.42227254280523	1.26699578726	-1.46287402064573	-1.08056079541469	-1.29773656970112
XM_039308717.1	1.25990916626956	2.45884615451252	1.29996848863481	-1.67290793647229	-1.67290793647229	-1.67290793647229
XM_039305895.1	-1.65524661051521	-1.65524661051521	-1.65524661051521	2.08826835753486	1.21541401616407	1.6620574578467
XM_039312039.1	1.39501117721245	1.15320953545963	1.50792355347881	-1.54307585661586	-1.37832651190195	-1.13474189763309
XR_005552342.1	-0.466554093935417	-0.418317908282569	-0.466554093935417	0.309128607803643	0.576790410941752	0.465507077408008
XM_010068462.3	1.27872168684109	1.30619327466218	0.885085409376011	-1.3768919976649	-1.06514320189484	-1.02796517131954
XM_010054317.3	-0.564724227985682	-0.564724227985682	-0.564724227985682	0.744451959492833	0.375630483547612	0.5740902409166
XM_039303731.1	-1.48117802134538	-1.48117802134538	-1.48117802134538	1.74687102653908	1.36822082400056	1.32844221349651
XR_005549435.1	-1.18590224283423	-1.18590224283423	-1.18590224283423	1.05349579873233	1.21736547950508	1.28684545026527
XM_010046536.3	-1.32063090782926	-1.32063090782926	-1.32063090782926	1.72969664572917	0.774618409189768	1.45757766856883
XM_010050242.3	-1.28148439857267	-1.28148439857267	-1.28148439857267	1.17925816521697	1.20445758483974	1.46073744566131
XM_039308065.1	-0.62621883308338	-0.62621883308338	-0.62621883308338	0.0563544642641981	0.832163171072633	0.99013886391331
XM_010057825.3	-1.53555225207347	-1.53555225207347	-1.53555225207347	1.83223814072258	1.99875841293625	0.775660202561566
XM_010054953.3	-1.06615107632394	-1.06615107632394	-1.06615107632394	1.23719131816339	1.56588442765948	0.395377483148939
XM_010069319.3	1.13622551475507	0.968695369852802	1.02888796385791	-0.871112726096264	-1.01965171220161	-1.24304441016792
XR_005551787.1	-1.67490078240424	-1.67490078240424	-1.67490078240424	1.43312178011217	1.30420997261155	2.28737059448899
XM_010058033.3	-2.12491365649931	-1.19285248515588	-2.12491365649931	1.84621599727592	1.794998432178	1.80146536870057
XM_010038819.3	-1.16110265183247	-1.35645025015469	-1.35645025015469	1.05687303074437	1.3366463602311	1.4804837611664
XM_039299373.1	-1.11880085420556	-1.11880085420556	-1.11880085420556	1.21290436229334	0.67613480859798	1.46736339172535
XM_039305790.1	-1.23755477654851	-1.23755477654851	-1.23755477654851	1.12673749358686	1.55175714909659	1.03416968696206
XM_010030220.3	-1.97841119407643	-3.05264359494031	-2.422898957588	2.50630763911205	2.47199794797948	2.47564815951321
XM_010038903.3	-2.04895585785067	-2.04895585785067	-2.04895585785067	2.29281645716498	1.77876156494676	2.07528955144028
XM_010053707.3	-1.11259314197912	-1.11259314197912	-1.11259314197912	1.24664688355021	1.17162484119924	0.919507701187905
XM_039316445.1	-1.1030349180539	-1.1030349180539	-1.1030349180539	1.04654963510424	0.911677433467472	1.35087768558999
XM_010042913.3	-1.15744026997925	-0.396772095376473	-1.46505782484867	0.994040876966818	0.955746693730805	1.06948261950677
XM_018871763.2	-1.49735226107408	-1.49735226107408	-1.49735226107408	1.75376084809721	1.43697551724129	1.30132041788373
XM_039301474.1	-1.6352540131089	-1.6352540131089	-1.6352540131089	1.30885478599905	1.77141870264693	1.82548855068074
XM_010039977.3	-1.47886690092338	-1.47886690092338	-1.47886690092338	0.927397639687304	1.40768324640096	2.10151981668188
XM_010035731.3	1.35820288007884	1.04674389042196	1.22702932176909	-1.33743288679661	-1.08130939348144	-1.21323381199182
XM_010027640.3	-1.61418616433763	-1.61418616433763	-1.61418616433763	2.31957529599563	1.78525840025182	0.737724796765444
XM_010048651.3	-2.02921925283568	-2.02921925283568	-2.02921925283568	1.80539084539123	2.16817438690639	2.11409252620942
XM_010057977.3	-1.09511857217606	-1.21163225358645	-1.13636407605322	1.13446808108013	1.19184266656019	1.11680415417541
XM_039312640.1	-0.813088968213959	-0.813088968213959	-0.813088968213959	0.634225732039217	0.94819630514766	0.856844867455001
XR_005547602.1	1.22020755596403	1.12657389333115	1.40725666013913	-1.4719735609528	-1.06961291463819	-1.21245163384332
XR_005548850.1	1.28569543732702	1.15485598797319	1.50669046599732	-1.39065232769637	-1.2873492213597	-1.26924034224146
XM_039301027.1	-1.07939950053182	-1.07939950053182	-1.07939950053182	0.927078063539382	1.15356817999983	1.15755225805626
XM_010057076.3	-1.81418080377017	-1.81418080377017	-1.81418080377017	1.62278053406344	2.02265224565293	1.79710963159414
XM_010064157.3	-1.6416812135876	-1.6416812135876	-1.6416812135876	1.81420489140031	1.76865989102648	1.34217885833602
XM_010025777.3	-1.59168670210491	-1.59168670210491	-1.59168670210491	1.3690103371994	1.87324289902494	1.53280687009039
XM_010057681.3	-1.19675122458379	-1.19675122458379	-1.19675122458379	0.536169157524468	1.7969231371668	1.2571613790601
XM_018867703.2	-1.99996941669604	-1.99996941669604	-1.99996941669604	1.68888232716984	2.16915386478072	2.14187205813755
XM_039315958.1	-1.49670156539374	-1.49670156539374	-1.49670156539374	1.47874520024722	1.51783226790172	1.49352722803227
XM_010055229.3	-1.3433402722268	-1.3433402722268	-1.3433402722268	1.42706594407204	1.2509694007536	1.35198547185477
XM_010038894.3	-1.53425024786817	-1.53425024786817	-1.1882862175253	0.928849019479932	1.77201199185968	1.55592570192203
XM_010026736.3	-2.35109044222342	-1.73427620531619	-1.72743472223616	1.86302728052308	1.94175837322673	2.00801571602596
XM_010037653.3	-2.07434937906825	-2.07434937906825	-2.07434937906825	1.97257816043232	2.17068985505051	2.07978012172193
XM_010056862.3	-1.23526988429055	-1.23526988429055	-1.23526988429055	1.28728810857988	1.13098237940901	1.28753916488277
XM_010067705.3	-1.3474547798904	-1.3474547798904	-1.3474547798904	0.646400699811697	1.95222947824655	1.44373416161296
XM_039300958.1	-1.82902999612805	-1.82902999612805	-1.82902999612805	1.87373834907858	1.81851477358092	1.79483686572465
