C_1	C_2	C_3	T_1	T_2	T_3
XM_039309060.1	-1.33301693581674	-1.3016217395412	-1.33301693581674	0.906381105749819	1.17566524365381	1.88560926177105
XM_039312715.1	-1.04675432151834	-1.04675432151834	-1.04675432151834	0.509552462706639	1.0575823382964	1.57312816355198
XM_039304913.1	-0.979046819974108	-0.979046819974108	-0.979046819974108	1.00499560612292	1.0452728592213	0.886871994578104
XM_039310632.1	-0.86076224079027	-1.94278351013577	-0.562608198393747	1.28526553774869	1.08613920046024	0.994749211110856
XM_010058455.3	-1.66614613892578	-1.66614613892578	-1.66614613892578	0.986684496662938	2.16339902276589	1.84835489734851
XM_039315077.1	-1.16235058983154	-1.16235058983154	-1.16235058983154	1.45118106308639	0.595099426399754	1.44077128000846
XM_010071226.3	-1.55180671447264	-1.53653995781933	-1.56723675504224	2.25335399417206	1.36767906484187	1.03455036832027
XM_039301807.1	1.68559418380825	2.66386809951832	2.35863540892197	-2.23603256408285	-2.23603256408285	-2.23603256408285
XR_005546565.1	-0.595783833629718	-0.595783833629718	-0.595783833629718	0.744493571136536	0.775496220392936	0.267361709359681
XM_010025010.3	-1.4500887829853	-1.4500887829853	-1.4500887829853	1.24300782740049	1.84431140967879	1.26294711187664
XM_018874040.2	-1.46605797394883	-1.46605797394883	-1.46605797394883	1.75643749335323	1.18883578352449	1.45290064496878
XM_010030975.3	-0.968252405091325	-0.968252405091325	-0.968252405091325	0.976231266057427	0.707111907657821	1.22141404155873
XM_010070880.2	-1.55929836274649	-1.55929836274649	-1.55929836274649	1.41614840289447	1.61909759165034	1.64264909369467
XM_039303980.1	-1.04575672095758	-1.04575672095758	-1.04575672095758	0.53679928205648	1.5139798034754	1.08649107734086
XM_010027027.3	-1.19347110892319	-1.19347110892319	-1.19347110892319	1.05141595020035	1.02313895981925	1.50585841674997
XM_010063366.3	-1.5169164416843	-1.5169164416843	-1.5169164416843	1.50669377349835	1.84793609837691	1.19611945317764
XM_010046972.3	-1.18543750680193	-1.18543750680193	-1.18543750680193	1.22788577409714	1.29353429823102	1.03489244807763
XM_039318009.1	3.31048907072795	2.9994100917334	-1.57747479061534	-1.57747479061534	-1.57747479061534	-1.57747479061534
XM_010057338.3	-1.66006406067183	-1.66006406067183	-1.66006406067183	1.66345012656955	1.69481119831466	1.62193085713129
XM_010056694.3	-1.14863211985282	-1.14863211985282	-1.14863211985282	1.15471027463452	1.47523474199988	0.815951342924049
XM_018864297.2	-0.861863568791166	-0.861863568791166	-0.861863568791166	1.0694412748595	0.558753570187525	0.957395861326471
XM_018864464.2	-1.4243019350922	-1.4243019350922	-1.4243019350922	1.47912203079653	1.7878004365945	1.00598333788558
XM_039303847.1	-0.71047461692935	-0.71047461692935	-0.71047461692935	1.17275517210338	0.536237483602511	0.422431195082157
XM_010040129.3	-1.22118384285281	-1.22118384285281	-1.22118384285281	1.33020912517465	0.909747026973639	1.42359537641014
XM_010051743.3	-2.89098386354393	-2.12163847361766	-1.23102468103434	2.0473437314169	2.01520318810071	2.18110009867832
XM_010071810.3	2.23473852587469	2.14219448280522	1.26279249299514	-1.67206972177634	-1.07154578390444	-2.89610999599427
XM_010051225.3	-1.30081149296839	-1.30081149296839	-1.30081149296839	1.02831210332318	1.47360661113743	1.40051576444455
XM_010058666.3	-1.190707572457	-1.190707572457	-1.190707572457	1.19112951144905	1.16543623776827	1.21555696815368
XM_039307769.1	-1.4154239142918	-1.4154239142918	-1.4154239142918	1.14235375710312	1.17025975367301	1.93365823209929
XM_010050519.3	-1.60490856663103	-1.60490856663103	-1.60490856663103	1.39003314354594	1.74360715060441	1.68108540574275
XM_010034400.3	-2.06451090259746	-2.06451090259746	-2.06451090259746	1.71873619478066	2.19604173775612	2.2787547752556
XM_039301398.1	1.11006404251864	0.142143074902966	0.910800286837695	-0.721002468086433	-0.721002468086433	-0.721002468086433
XM_039309024.1	-1.36658257562022	-1.14095156321512	-0.665804156916266	1.11184683914624	1.12627133933508	0.935220117270289
XM_010064132.3	-1.69173699153988	-1.69173699153988	-1.69173699153988	1.6123359184529	1.63004682662943	1.83282822953732
XM_010026377.3	-1.07399215017836	-1.07399215017836	-1.07399215017836	0.860713049994202	1.50735909699042	0.853904303550461
XM_039307865.1	-1.49729114960017	-1.49729114960017	-1.49729114960017	1.16377433020678	1.57807033321407	1.75002878537965
XM_010025187.3	-0.841915099800036	-0.875467659511063	-1.71139173376544	1.35124809452103	0.86995951340334	1.20756688515217
XM_010063083.3	-2.00525176670195	-2.00525176670195	-2.00525176670195	2.28885429853179	1.92737639032018	1.79952461125388
XR_005545209.1	-1.74961009625108	-1.74961009625108	-1.74961009625108	1.4618694173403	1.96902552002026	1.81793535139267
XM_010027822.3	0.907407825643713	1.24667977556899	1.06184615803878	-1.13723653123926	-1.20412288797539	-0.874574340036825
XM_018872246.2	2.10067042806189	0.544527452133118	1.63754733525652	-1.81081160824231	-1.46833613595087	-1.00359747125834
XM_010034273.3	-0.75206849997106	-0.75206849997106	-0.75206849997106	0.921487924019085	0.634190641162286	0.700526934731809
XM_039300326.1	-1.03649000449294	-0.44940641291058	-1.03719772834372	0.914392994689232	0.827261827191752	0.781439323866262
XM_018876110.2	-0.977700514956187	-0.977700514956187	-0.977700514956187	0.65921406539969	1.34047168804684	0.933415791422032
XM_010046663.3	0.957377532670544	0.940750052717811	1.15002261061294	-1.01605006533377	-1.01605006533377	-1.01605006533377
XM_010039547.3	-1.1959976894432	-1.47125100108965	-0.7864022752326	1.14597282047685	1.16075330218192	1.14692484310668
XM_010034088.3	-1.39810857791816	-1.39810857791816	-1.39810857791816	1.82160206163062	1.0481476519714	1.32457602015245
XM_010049068.3	-0.84248890985438	-0.84248890985438	-0.84248890985438	0.492651296459833	0.753969229704606	1.2808462033987
XM_039316452.1	1.56364964249456	0.847679645040097	1.55444487809592	-1.32192472187686	-1.32192472187686	-1.32192472187686
XM_039315049.1	-1.40123477486661	-1.40123477486661	-1.40123477486661	1.62077786951384	1.25754795914621	1.32537849593978
XM_039307990.1	1.01250578821416	1.04499364096306	1.18447477546295	-1.10068536765644	-0.997933239980152	-1.14335559700359
XM_010055490.3	1.23185355832896	1.11097310635681	1.14567298488805	-0.976644507961462	-1.38051108899347	-1.13134405261888
XR_005551975.1	-0.501715091619478	-0.501715091619478	-0.501715091619478	0.470609949937674	0.438639619913815	0.595895705006944
XM_039303657.1	0.266824259214037	1.24520260904413	0.865566186948987	-0.792531018402385	-0.792531018402385	-0.792531018402385
XM_010025294.3	1.12524402561063	1.18813658285434	1.04332368201754	-1.37600576161767	-0.871007561800541	-1.1096909670643
XR_005547702.1	-1.30179602982903	-1.30179602982903	-1.30179602982903	1.72500402951469	1.29251364315138	0.887870416821021
XM_010053042.3	1.1406515757805	0.939029638975066	1.56695330493436	-1.32387678488856	-1.10826998116631	-1.21448775363506
XM_018872860.2	-1.50931579181922	-1.50931579181922	-1.50931579181922	1.81679006385725	1.32033084305982	1.39082646854059
XM_010039168.3	-1.33307836876945	-1.33307836876945	-1.33307836876945	0.97522425220288	1.56028384199442	1.46372701211104
XM_039311292.1	-1.08196948252172	-1.08196948252172	-1.08196948252172	1.33622046542405	1.19422938251052	0.715458599630593
XM_010052849.3	-1.71436673212406	-1.71436673212406	-1.71436673212406	1.83221909688404	1.6875367394839	1.62334436000423
XM_039311556.1	-1.17361195717538	-1.17361195717538	-1.17361195717538	1.18562806835395	1.70766110425387	0.627546698918319
XM_010059742.3	-0.775090608941433	-0.775090608941433	-0.775090608941433	0.639044924043018	1.17798834367107	0.508238559110208
XM_010038416.3	-1.52619295247317	-1.52619295247317	-1.52619295247317	1.78050675479962	1.44318781246844	1.35488429015145
XM_010058819.3	-1.2779119998709	-1.2779119998709	-1.2779119998709	1.23102366199349	1.27323483746571	1.3294775001535
XM_010040935.3	-1.48487205436048	-1.48487205436048	-1.48487205436048	1.59902207126383	1.50717122181118	1.34842287000644
XM_039312599.1	-1.55716955800646	-0.798928028317836	-2.0747158756888	1.49433207021979	1.53611900668868	1.40036238510462
XM_018876363.2	2.92040908304149	3.08177028924474	-1.50054484307156	-1.50054484307156	-1.50054484307156	-1.50054484307156
XR_005550655.1	-0.879508484765397	-0.879508484765397	-0.879508484765397	0.950341075079293	0.926609311270232	0.761575067946668
XM_039315488.1	-0.852079299790981	-0.852079299790981	-0.852079299790981	1.20796808387896	1.12721441065475	0.221055404839235
XM_039303456.1	-1.40587301660643	-1.40587301660643	-1.40587301660643	1.22009877475447	1.82156002143055	1.17596025363428
XM_010033402.3	-1.24947628558234	-1.24947628558234	-1.24947628558234	1.38279192991717	1.27056873845748	1.09506818837237
XM_039300356.1	0.970232828874482	0.528750019766895	1.07604611708835	-0.785346266593137	-0.932389806483108	-0.857292892653486
XM_039313493.1	-1.13499214396609	-1.15077514120702	-1.15077514120702	1.64208021115547	1.192916927972	0.601545287252653
XM_010058657.3	-1.89531134199398	-0.864622137922841	-0.435879723356684	1.12047165524695	1.09999226334126	0.9753492846853
XM_010035615.3	-1.20002241014075	-1.20002241014075	-1.20002241014075	1.1617459492784	1.16118448009798	1.27713680104589
XM_018875280.2	-1.45480053758455	-1.45480053758455	-1.45480053758455	1.31750743737386	1.64331578788226	1.40357838749752
XM_018872485.2	-2.2734493409923	-2.2734493409923	-2.2734493409923	2.36247913813728	2.47076558547832	1.98710329936129
XR_720543.3	-1.28448426814071	-1.28448426814071	-1.28448426814071	1.44778493136074	1.19215664052881	1.21351123253259
XM_018876216.2	-1.14652369079356	-1.14652369079356	-1.14652369079356	1.41345750336627	1.1001884097383	0.925925159276128
XM_039306388.1	-0.975698156657982	-0.975698156657982	-0.975698156657982	1.21111930269913	0.774050622206514	0.941924545068301
XM_010071580.3	-1.32945550966511	-1.32945550966511	-1.32945550966511	1.70370315711589	0.909025661809648	1.37563771006978
XM_010032050.2	1.2314079022279	1.08101846578338	0.838508089825423	-1.13059400327151	-0.846399959669744	-1.17394049489545
XM_010027004.3	-1.11861539743237	-1.11861539743237	-1.11861539743237	1.58824664403017	1.40594982364483	0.361649724622096
XM_010065379.3	-1.04045414341422	-1.04045414341422	-1.04045414341422	1.17149253895696	0.964586473286309	0.985283417999388
XM_039303793.1	-1.90729364572112	-1.90729364572112	-1.90729364572112	2.28655693131624	1.95981208378154	1.47551192206558
XM_039311314.1	-1.16158433332052	-1.16158433332052	-1.16158433332052	1.83661116983273	0.936700462402898	0.711441367725948
XM_010030781.3	-1.45776895496801	-1.45776895496801	-1.45776895496801	1.53064307075678	1.5279136223027	1.31475017184454
XM_010048690.3	1.07598753261517	1.01364115701969	0.961230976500969	-1.00629296815367	-0.976005811771133	-1.06856088621103
XM_039311763.1	-0.780422703448479	-0.811817899724013	-0.811817899724013	0.97059066520336	0.724235000516196	0.70923283717695
XM_039312023.1	-1.26612509007779	-1.26612509007779	-1.26612509007779	0.585474053157359	1.31955857788702	1.89334263918898
XM_010045406.3	3.1484403784143	2.82444460801055	-1.49322124660621	-1.49322124660621	-1.49322124660621	-1.49322124660621
XR_005549108.1	-0.872929009254417	-0.872929009254417	-0.840122864171176	0.722097174811436	0.723529130304568	1.14035457756401
XM_010054245.3	-1.12009191108467	-2.04152824189097	-1.1392616728079	1.1837466879786	1.59770392135831	1.51943121644663
XM_010061647.3	-1.13988755811458	-1.18812374376743	-1.06379560876523	1.87451608451903	0.265525522275861	1.25176530385235
XM_010030869.3	-1.32611938139544	-1.32611938139544	-1.32611938139544	1.60783087629998	0.579616596271587	1.79091067161475
XM_039302134.1	-1.11738966595737	-1.11738966595737	-1.11738966595737	0.856772501839232	1.03965404418821	1.45574245184466
XM_039305951.1	1.20098995843837	1.94425554096031	2.07029915781483	-2.01185272582024	-2.27380917192131	-0.929882759471949
XM_010061837.3	-1.09356111351905	-1.09356111351905	-1.09356111351905	0.83091887883997	1.23211312060121	1.21765134111598
XM_018862707.2	-1.0528361196266	-1.0528361196266	-1.0528361196266	1.32650758768801	0.39606483151853	1.43593593967326
XM_039303547.1	1.07094331794181	1.32159793931058	1.31298740933236	-0.992634342331133	-1.25082581542255	-1.46206850883107
XM_010041127.3	-1.3339496541704	-1.3339496541704	-1.3339496541704	1.20632564999546	1.50116596108782	1.29435735142792
XM_010062700.3	-1.31164566842924	-1.31164566842924	-1.31164566842924	1.2636666622582	1.37339742104744	1.29787292198207
XM_018872747.2	0.835963960891227	1.11546418901372	1.25442518952512	-1.10048960873072	-1.03461138011952	-1.07075235057982
XM_039318093.1	-1.50907569414065	-1.50907569414065	-1.50907569414065	1.41483410057935	1.51027039466416	1.60212258717842
XM_010064947.3	-1.18849702554419	-1.18849702554419	-1.18849702554419	1.38245157962914	1.13458476395954	1.04845473304389
XR_005548819.1	1.00877393054638	1.1201088443867	1.78658758004736	-0.843876308456283	-1.9712192721476	-1.10037477437656
XM_039310457.1	1.40967737260975	1.00790335617798	0.777084656998454	-1.06488846192873	-1.06488846192873	-1.06488846192873
XM_010054281.3	-1.62068577012395	-1.62068577012395	-1.62068577012395	1.78639500532655	1.69328560093506	1.38237670411025
XR_005552849.1	-0.63969673672078	-0.63969673672078	-0.63969673672078	0.720386559192552	0.961048761241304	0.237654889728483
XM_010062864.3	-1.37737865433955	-0.86277344333476	-1.46236464164984	1.3042731162359	1.17940487072336	1.21883875236489
XM_010039705.3	-1.55841094638286	-1.55841094638286	-1.55841094638286	1.49799917071569	2.07047927264496	1.10675439578792
XM_039300890.1	1.53827634734983	1.06190053893184	1.24093232013647	-1.28036973547271	-1.28036973547271	-1.28036973547271
XM_039301748.1	-0.511479839816888	-0.720621237655479	-0.720621237655479	0.924619274989786	0.56921322752203	0.458889812616031
XM_039307505.1	-1.22874033934212	-1.22874033934212	-1.22874033934212	1.1155200556433	1.98755930550652	0.583141656876547
XM_010059725.3	-1.1192341356152	-1.1192341356152	-1.1192341356152	0.69634129324737	1.45147165292187	1.20988946067636
XM_018863104.2	-1.36091120487142	-1.36091120487142	-1.36091120487142	1.23148603032652	1.51683304507758	1.33441453921016
XM_010063316.3	-1.41502097897759	-1.41502097897759	-1.41502097897759	1.44315899484706	1.45563964770169	1.34626429438403
XM_010062854.3	-1.49129109586991	-1.49129109586991	-1.49129109586991	1.51159141266321	1.49602977005934	1.46625210488719
XM_010046121.3	-1.79330743271003	-1.79330743271003	-1.79330743271003	1.7750895572061	1.94567652199048	1.65915621893352
XM_010026678.3	-1.2205045714101	-1.2205045714101	-1.2205045714101	0.572767083087986	1.53673207573985	1.55201455540245
XM_010037170.3	-1.38103701292252	-1.38103701292252	-1.38103701292252	1.09145075854023	1.64150835164648	1.41015192858084
XR_005547344.1	3.79903411083177	-1.84407168240168	3.57725261877495	-1.84407168240168	-1.84407168240168	-1.84407168240168
XM_010038913.3	-1.35380220074253	-1.35380220074253	-1.35380220074253	1.44839101619929	0.641863208993576	1.97115237703473
XM_039298953.1	-1.10866964704908	-1.10866964704908	-1.10866964704908	0.904256527395187	1.18587758684643	1.23587482690563
XM_010033210.3	-1.99745154122815	-1.99745154122815	-1.99745154122815	2.2440073300465	1.94102245691028	1.80732483672768
XM_039301827.1	-0.572532951317687	-0.572532951317687	-0.572532951317687	0.629100909851963	0.62470340360102	0.463794540500078
XM_039307597.1	-1.06274429697141	-1.06274429697141	-1.06274429697141	1.06950350132703	0.859834159537151	1.25889523005003
XM_010053548.3	-1.36110746013621	-1.36110746013621	-1.36110746013621	1.17693399319745	1.02017591236757	1.88621247484361
XM_010054041.3	-1.45870431309554	-1.45870431309554	-1.45870431309554	1.58218811755136	1.49902459855079	1.29490022318446
XM_010070166.2	1.57378825700215	1.35514224701143	1.25380007905756	-1.02350369458864	-1.47281109595223	-1.68641579253027
XM_010038151.3	-1.09994267454682	-1.09994267454682	-1.09994267454682	0.851272089873897	1.36994330172764	1.07861263203893
XM_039302701.1	-1.38205107197993	-1.38205107197993	-1.38205107197993	1.15599038135374	1.53709829130775	1.45306454327829
XM_010044956.3	-1.36716076200796	-1.10307640092783	-1.3783556218167	1.32100307539168	1.27119257982201	1.25639712953881
XM_039303265.1	-1.03605394748481	-1.03605394748481	-1.03605394748481	1.30308343743478	0.802696170848333	1.0023822341713
XM_039313166.1	-1.1841315154224	-1.1841315154224	-1.1841315154224	1.43363713038199	1.49100693508896	0.627750480796263
XR_005553193.1	-1.26878131864435	-1.26878131864435	-1.26878131864435	1.00562945067349	1.23074570557075	1.56996879968879
XM_039301592.1	-0.455923588779217	-0.455923588779217	-0.455923588779217	0.456343039287233	0.401659366604931	0.509768360445487
XM_010065097.3	-0.909227353238381	-1.92125473129295	-3.8099492808025	2.2665884371105	2.24875684570393	2.1250860825194
XM_010035368.3	-1.49440588234305	-1.49440588234305	-1.49440588234305	1.83801563179276	1.15428963724019	1.4909123779962
XM_039309044.1	-0.853750960943679	-0.853750960943679	-0.853750960943679	0.237779632176938	1.18011249092261	1.14336075973149
XM_039313321.1	-0.676554066818712	-0.676554066818712	-0.676554066818712	0.563454897916358	0.767582889768879	0.6986244127709
XM_010071456.3	-2.29148193413346	-2.29148193413346	-2.29148193413346	2.20625815447563	2.04615780632732	2.62202984159744
XM_010046364.3	0.796822565273923	0.778027033582577	0.785870667114152	-0.993429222641852	-0.62803972660667	-0.73925131672213
XM_039307542.1	-1.04583924727094	-1.04583924727094	-1.04583924727094	1.31845302286443	0.890374653735465	0.928690065212938
XM_039303451.1	-1.32187666979835	2.75818401039845	2.52932266879495	-1.32187666979835	-1.32187666979835	-1.32187666979835
XM_010051652.3	1.07719546664004	0.998598376787006	0.923147615256662	-0.958967316787867	-1.01871233239911	-1.02126180949672
XM_010057395.3	1.29131143553052	1.1074769286092	1.35394472213151	-1.1766989815702	-1.25218267292705	-1.32385143177398
XM_010034217.3	-1.30935072809577	-1.30935072809577	-1.30935072809577	1.70321794540729	0.32941821632118	1.89541602255884
XM_010065243.2	-1.57318599136194	-1.57318599136194	-1.57318599136194	1.47557332055792	1.62782047469416	1.61616417883373
XM_010044064.3	-1.39695467785777	-1.39695467785777	-1.39695467785777	0.872078468597466	1.76154393244674	1.5572416325291
XM_010033886.3	-1.5883268346119	-1.5883268346119	-1.5883268346119	2.19586302957181	1.65944880820247	0.909668666061401
XM_039318088.1	-1.5560760115552	-1.5560760115552	-1.5560760115552	1.86898039954939	1.62088498053424	1.17836265458197
XM_010027311.3	-1.49055305151154	-1.49055305151154	-1.49055305151154	1.91761531919657	1.04947421774597	1.50456961759209
XM_010035737.3	1.557940690672	0.996414238866109	1.05249305308807	-0.760804980387495	-1.1662929894059	-1.67975001283279
XM_010065109.3	-1.74694427695413	-2.22154523529659	-1.66815397149557	1.84271096366563	1.92746085421469	1.86647166586596
XM_018872367.2	-1.64511369932991	-1.64511369932991	-1.64511369932991	1.48499347932892	1.28429858857134	2.16604903008947
XM_018866143.2	1.51984214565097	0.788781052319191	1.19698228075723	-1.03592696727805	-1.15450671417343	-1.31517179727591
XM_018865589.2	-1.50417735335071	-1.50417735335071	-1.50417735335071	1.4972646208232	1.29262802752977	1.72263941169916
XM_010048999.3	-1.29368924729591	-1.29368924729591	-1.29368924729591	1.11719452989967	1.56647900556573	1.19739420642234
XM_039306552.1	-1.3300182508603	-1.3300182508603	-1.3300182508603	1.42337234680569	1.65730261506895	0.909379790706255
XM_039300957.1	1.24279710224954	1.5320028759358	2.41378383973749	-1.72952793930761	-1.72952793930761	-1.72952793930761
XM_018877231.2	0.997814054206568	0.792124066780652	1.67660722957572	-1.15032358263855	-1.15765157320459	-1.1585701947198
XM_039310430.1	-1.48352663475912	-1.48352663475912	-1.48352663475912	1.48861456544182	1.32979282016308	1.63217251867246
XM_010054910.3	1.0667038219431	0.991483011505091	1.01038058694596	-0.883989807671389	-1.12374338966927	-1.06083422305349
XM_039306361.1	0.599572177980984	0.921732385336209	0.621457791911048	-0.714254118409414	-0.714254118409414	-0.714254118409414
XM_039304083.1	-1.32964083629422	-0.985948767115206	-1.32964083629422	0.433770738175782	1.68810295020878	1.52335675131909
XR_005550993.1	-1.36482926516874	-1.36482926516874	-1.36482926516874	1.9196848680755	1.34996574594942	0.824837181481307
XM_010046731.3	-1.4688900095044	-1.48515922023391	-1.48451458436935	1.5017550436956	1.4546241818209	1.48218458859116
XM_010063216.3	-1.41649626916349	-1.41649626916349	-1.41649626916349	1.35390994713535	2.01899898277095	0.876579877584178
XM_039314786.1	-1.39584233905029	-1.39584233905029	-1.39584233905029	0.66108794933238	1.41562869147954	2.11081037633895
XM_039305716.1	2.54763258338551	2.40750879040496	1.63169786451463	-2.19561307943503	-2.19561307943503	-2.19561307943503
XM_039298768.1	-0.628459911136535	-0.628459911136535	-0.628459911136535	0.706680295177678	0.141311828112913	1.03738761011902
XM_010035577.3	-1.0683409916099	-1.0683409916099	-1.0683409916099	1.51325128722611	0.598869920870971	1.09290176673261
XM_010058037.3	-2.3333152445062	-2.3333152445062	-1.44813137818585	2.10763695352343	2.06722268507753	1.93990222859729
XM_010026834.3	0.87515504756618	1.21741299833014	1.12292799482128	-1.09592530951826	-0.898931439142457	-1.22063929205689
XM_039315105.1	0.439129564453661	2.21880603486431	1.28035212253397	-1.31276257395065	-1.31276257395065	-1.31276257395065
XM_010068712.3	-1.07306895701598	-1.07306895701598	-1.07306895701598	0.971325162342471	0.963961773928984	1.28391993477649
XR_005550807.1	-0.862006879190136	-0.862006879190136	-0.862006879190136	0.931264775307947	1.09776327602133	0.55699258624113
XM_039318336.1	-1.41368629454056	-1.41368629454056	-1.41368629454056	1.49147202744672	1.6008475387549	1.14873931742006
XR_005553040.1	-1.17055208954266	-1.17055208954266	-1.17055208954266	1.2476378584031	0.957411288580917	1.30660712164398
XM_010034513.2	-0.870013349617384	-0.870013349617384	-0.870013349617384	0.98517905834177	0.793103517748719	0.831757472761661
XM_010026338.3	-1.70843394342057	-1.51499520910539	-1.71907808091594	1.68431993743348	1.58299480277317	1.67519249323524
XM_018871942.2	-1.25638379272407	-1.25638379272407	-1.25638379272407	1.34031286796316	1.28140924131653	1.14742926889252
XM_010026006.3	-1.23245414764041	-1.23245414764041	-1.23245414764041	1.22382633387031	1.3338739384925	1.13966217055843
XM_039316689.1	-1.63650844184521	-1.63650844184521	-1.63650844184521	1.50246981147467	1.32789019035797	2.07916532370298
XM_010066433.3	-0.809565809049018	-0.809565809049018	-0.809565809049018	0.856281712206533	0.672249764568846	0.900165950371674
