con_C_rep1	con_C_rep2	con_C_rep3	con_E_rep1	con_E_rep2	con_E_rep3	con_S_rep1	con_S_rep2	con_S_rep3
YLR359W	1.16605038211766	1.32420343123672	1.25776662495976	-0.994323559583718	-0.586581443392918	-1.41271487042391	-0.198299122137178	-0.124509054982843	-0.431592387793584
YBR139W	-1.2149626361073	-1.3004491864416	-1.1658172067018	1.17527871320434	1.04317735941911	1.09239793320917	0.0393850145651413	0.0446072173619498	0.28638279149098
YOR315W	1.60694607249838	1.64368326473585	1.52754905662055	-1.63166890209319	-1.5946012776707	-2.03757731560022	0.233567609789634	0.214940913828299	0.0371605778914006
YPL249C-A	1.09972874614568	1.12746619086403	1.15285638174906	-1.00412404136162	-1.02080777150765	-1.34724826494419	0.0703164949314452	0.0368073499512498	-0.114995085828008
YCL042W	-2.12076765094858	-1.73129070949624	-1.96198393887069	1.16530971093043	1.19817475116653	1.48641514711136	0.50341976338895	0.53257250677317	0.928150419945072
YMR145C	-1.48132268844813	-1.38093104659989	-1.65212026965381	0.89340123504943	1.01709404286391	0.958174755555815	0.612472631567456	0.571580506234008	0.461650833431198
YDL199C	-1.77665294267566	-1.83629902106975	-2.0481735704922	1.3194012190206	0.996598552190959	1.22345040841083	0.693450422959959	0.729288450481586	0.698936481173686
YDL167C	1.07381459398865	1.25015355146892	1.20780846600609	-1.51716531746657	-1.01922572038682	-1.22670735168691	-0.0458701361116818	0.288732754355665	-0.0115408401673323
YJL116C	-1.25298646612483	-1.39502241939749	-1.33995350346127	0.0937790892970689	-0.0747145420551441	0.327909576873021	1.1758934440028	1.53191153997453	0.933183280891318
YLL017W	-2.95374586732378	-2.95374586732378	-2.95374586732378	0.942816622798254	0.730175113485541	1.85977882197403	1.8420730198693	1.67805688760034	1.80833713624389
YBL003C	1.29634639169184	1.15987596249069	1.20368677693401	-1.42742756948408	-1.0410345558812	-1.31061867383573	0.225898258112851	-0.188800410338096	0.0820738203097333
YIL065C	-1.02162969175197	-1.20102146741123	-1.14751876710948	1.27977677268959	1.25389692680006	1.42184804672674	-0.401794799166945	-0.280561458020578	0.0970044372438164
YLR307C-A	-6.90867738956482	-6.90867738956482	-4.40202467417558	4.56498777734483	4.67462778411694	4.57973870305495	1.43587596095641	1.93529389615029	1.02885533168181
